Label,# AAs,# PSMs,# Peptides,# Peptides (by Search Engine): Mascot,# Unique Peptides,Accession,Coverage [%],Description,Gene,MW [kDa],Score Mascot: Mascot
PYCR1,319,25,4,4,4,P32322,18,"Pyrroline-5-carboxylate reductase 1, mitochondrial OS=Homo sapiens OX=9606 GN=PYCR1 PE=1 SV=2",PYCR1,33.3,419
ACTR1A,376,21,2,2,2,P61163,9,Alpha-centractin OS=Homo sapiens OX=9606 GN=ACTR1A PE=1 SV=1,ACTR1A,42.6,419
CRYBG1,1723,15,2,2,2,Q9Y4K1,1,Beta/gamma crystallin domain-containing protein 1 OS=Homo sapiens OX=9606 GN=CRYBG1 PE=1 SV=3,CRYBG1,188.6,417
SAP130,1048,21,6,6,6,Q9H0E3,6,Histone deacetylase complex subunit SAP130 OS=Homo sapiens OX=9606 GN=SAP130 PE=1 SV=1,SAP130,110.3,415
E4F1,784,20,5,5,5,Q66K89,12,Transcription factor E4F1 OS=Homo sapiens OX=9606 GN=E4F1 PE=1 SV=2,E4F1,83.4,413
ALDH3A2,485,19,5,5,4,P51648,14,Aldehyde dehydrogenase family 3 member A2 OS=Homo sapiens OX=9606 GN=ALDH3A2 PE=1 SV=1,ALDH3A2,54.8,411
ATP5F1B,529,28,4,4,4,P06576,12,"ATP synthase subunit beta, mitochondrial OS=Homo sapiens OX=9606 GN=ATP5F1B PE=1 SV=3",ATP5F1B,56.5,410
NAP1L1,391,23,4,4,4,P55209,15,Nucleosome assembly protein 1-like 1 OS=Homo sapiens OX=9606 GN=NAP1L1 PE=1 SV=1,NAP1L1,45.3,410
EPB41,864,21,4,4,4,P11171,7,Protein 4.1 OS=Homo sapiens OX=9606 GN=EPB41 PE=1 SV=4,EPB41,97.0,408
PAWR,340,15,2,2,2,Q96IZ0,13,PRKC apoptosis WT1 regulator protein OS=Homo sapiens OX=9606 GN=PAWR PE=1 SV=1,PAWR,36.5,407
SFMBT1,866,29,4,4,4,Q9UHJ3,5,Scm-like with four MBT domains protein 1 OS=Homo sapiens OX=9606 GN=SFMBT1 PE=1 SV=2,SFMBT1,98.1,404
PRDM10,1147,26,6,6,6,Q9NQV6,5,PR domain zinc finger protein 10 OS=Homo sapiens OX=9606 GN=PRDM10 PE=1 SV=3,PRDM10,130.1,403
VCP,806,30,6,6,6,P55072,8,Transitional endoplasmic reticulum ATPase OS=Homo sapiens OX=9606 GN=VCP PE=1 SV=4,VCP,89.3,402
EFNA1,205,16,3,3,3,P20827,13,Ephrin-A1 OS=Homo sapiens OX=9606 GN=EFNA1 PE=1 SV=2,EFNA1,23.8,401
SF3B5,86,32,3,3,3,Q9BWJ5,41,Splicing factor 3B subunit 5 OS=Homo sapiens OX=9606 GN=SF3B5 PE=1 SV=1,SF3B5,10.1,400
SIX2,291,25,6,6,6,Q9NPC8,25,Homeobox protein SIX2 OS=Homo sapiens OX=9606 GN=SIX2 PE=1 SV=1,SIX2,32.3,400
BUD31,144,41,6,6,6,P41223,32,Protein BUD31 homolog OS=Homo sapiens OX=9606 GN=BUD31 PE=1 SV=2,BUD31,17.0,392
DSC1,894,29,4,4,4,Q08554,7,Desmocollin-1 OS=Homo sapiens OX=9606 GN=DSC1 PE=1 SV=2,DSC1,99.9,392
HMGB2,209,18,3,3,2,P26583,14,High mobility group protein B2 OS=Homo sapiens OX=9606 GN=HMGB2 PE=1 SV=2,HMGB2,24.0,390
EEF1G,437,28,5,5,5,P26641,11,Elongation factor 1-gamma OS=Homo sapiens OX=9606 GN=EEF1G PE=1 SV=3,EEF1G,50.1,389
ZNF687,1237,14,4,4,4,Q8N1G0,5,Zinc finger protein 687 OS=Homo sapiens OX=9606 GN=ZNF687 PE=1 SV=1,ZNF687,129.4,384
CDC40,579,23,8,8,8,O60508,17,Pre-mRNA-processing factor 17 OS=Homo sapiens OX=9606 GN=CDC40 PE=1 SV=1,CDC40,65.5,383
CDCA7L,454,24,3,3,3,Q96GN5,6,Cell division cycle-associated 7-like protein OS=Homo sapiens OX=9606 GN=CDCA7L PE=1 SV=2,CDCA7L,52.2,376
DLG1,904,19,2,2,2,Q12959,2,Disks large homolog 1 OS=Homo sapiens OX=9606 GN=DLG1 PE=1 SV=2,DLG1,100.4,376
ZNF593,134,13,2,2,2,O00488,17,Zinc finger protein 593 OS=Homo sapiens OX=9606 GN=ZNF593 PE=1 SV=2,ZNF593,15.2,374
PHLDB2,1253,27,10,10,10,Q86SQ0,10,Pleckstrin homology-like domain family B member 2 OS=Homo sapiens OX=9606 GN=PHLDB2 PE=1 SV=2,PHLDB2,142.1,372
LSM4,139,17,3,3,3,Q9Y4Z0,17,U6 snRNA-associated Sm-like protein LSm4 OS=Homo sapiens OX=9606 GN=LSM4 PE=1 SV=1,LSM4,15.3,371
PPIA,165,13,2,2,2,P62937,14,Peptidyl-prolyl cis-trans isomerase A OS=Homo sapiens OX=9606 GN=PPIA PE=1 SV=2,PPIA,18.0,371
GTF3C2,911,25,3,3,2,Q8WUA4,5,General transcription factor 3C polypeptide 2 OS=Homo sapiens OX=9606 GN=GTF3C2 PE=1 SV=2,GTF3C2,100.6,370
ZBTB17,803,15,2,2,2,Q13105,3,Zinc finger and BTB domain-containing protein 17 OS=Homo sapiens OX=9606 GN=ZBTB17 PE=1 SV=3,ZBTB17,87.9,369
EPCAM,314,26,3,3,3,P16422,17,Epithelial cell adhesion molecule OS=Homo sapiens OX=9606 GN=EPCAM PE=1 SV=2,EPCAM,34.9,369
ATF3,181,20,4,4,4,P18847,15,Cyclic AMP-dependent transcription factor ATF-3 OS=Homo sapiens OX=9606 GN=ATF3 PE=1 SV=2,ATF3,20.6,368
FKBP11,201,18,3,3,3,Q9NYL4,23,Peptidyl-prolyl cis-trans isomerase FKBP11 OS=Homo sapiens OX=9606 GN=FKBP11 PE=1 SV=1,FKBP11,22.2,365
ZNF48,618,34,6,6,6,Q96MX3,12,Zinc finger protein 48 OS=Homo sapiens OX=9606 GN=ZNF48 PE=1 SV=2,ZNF48,67.8,362
EXOSC8,276,25,6,6,6,Q96B26,36,Exosome complex component RRP43 OS=Homo sapiens OX=9606 GN=EXOSC8 PE=1 SV=1,EXOSC8,30.0,361
BMP2K,1161,23,4,4,4,Q9NSY1,5,BMP-2-inducible protein kinase OS=Homo sapiens OX=9606 GN=BMP2K PE=1 SV=2,BMP2K,129.1,359
BCCIP,314,24,5,5,5,Q9P287,20,BRCA2 and CDKN1A-interacting protein OS=Homo sapiens OX=9606 GN=BCCIP PE=1 SV=1,BCCIP,36.0,357
NCOR1,2440,29,8,8,8,O75376,3,Nuclear receptor corepressor 1 OS=Homo sapiens OX=9606 GN=NCOR1 PE=1 SV=2,NCOR1,270.0,357
SDCBP,298,31,5,5,5,O00560,27,Syntenin-1 OS=Homo sapiens OX=9606 GN=SDCBP PE=1 SV=1,SDCBP,32.4,356
MAP7D3,876,21,9,9,8,Q8IWC1,11,MAP7 domain-containing protein 3 OS=Homo sapiens OX=9606 GN=MAP7D3 PE=1 SV=2,MAP7D3,98.4,353
EME1,570,13,6,6,6,Q96AY2,17,Crossover junction endonuclease EME1 OS=Homo sapiens OX=9606 GN=EME1 PE=1 SV=2,EME1,63.2,351
ERLIN2,339,15,5,5,3,O94905,21,Erlin-2 OS=Homo sapiens OX=9606 GN=ERLIN2 PE=1 SV=1,ERLIN2,37.8,348
CSNK2A2,350,33,4,4,2,P19784,13,Casein kinase II subunit alpha' OS=Homo sapiens OX=9606 GN=CSNK2A2 PE=1 SV=1,CSNK2A2,41.2,348
RIOX2,465,24,4,4,4,Q8IUF8,9,Ribosomal oxygenase 2 OS=Homo sapiens OX=9606 GN=RIOX2 PE=1 SV=1,RIOX2,52.8,346
STT3A,705,31,4,4,4,P46977,5,Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit STT3A OS=Homo sapiens OX=9606 GN=STT3A PE=1 SV=2,STT3A,80.5,346
ARID4B,1312,21,6,6,5,Q4LE39,5,AT-rich interactive domain-containing protein 4B OS=Homo sapiens OX=9606 GN=ARID4B PE=1 SV=2,ARID4B,147.7,345
NCS1,190,14,6,6,6,P62166,47,Neuronal calcium sensor 1 OS=Homo sapiens OX=9606 GN=NCS1 PE=1 SV=2,NCS1,21.9,341
UBN2,1347,15,4,4,4,Q6ZU65,3,Ubinuclein-2 OS=Homo sapiens OX=9606 GN=UBN2 PE=1 SV=2,UBN2,146.0,340
PRDX1,199,19,4,4,3,Q06830,23,Peroxiredoxin-1 OS=Homo sapiens OX=9606 GN=PRDX1 PE=1 SV=1,PRDX1,22.1,335
OXA1L,435,18,2,2,2,Q15070,5,Mitochondrial inner membrane protein OXA1L OS=Homo sapiens OX=9606 GN=OXA1L PE=1 SV=3,OXA1L,48.5,334
POLR1F,338,21,4,4,4,Q3B726,14,DNA-directed RNA polymerase I subunit RPA43 OS=Homo sapiens OX=9606 GN=POLR1F PE=1 SV=1,POLR1F,37.4,333
NDUFS8,210,21,2,2,2,O00217,8,"NADH dehydrogenase [ubiquinone] iron-sulfur protein 8, mitochondrial OS=Homo sapiens OX=9606 GN=NDUFS8 PE=1 SV=1",NDUFS8,23.7,333
NUP133,1156,22,4,4,4,Q8WUM0,5,Nuclear pore complex protein Nup133 OS=Homo sapiens OX=9606 GN=NUP133 PE=1 SV=2,NUP133,128.9,333
RGS19,217,28,4,4,4,P49795,29,Regulator of G-protein signaling 19 OS=Homo sapiens OX=9606 GN=RGS19 PE=1 SV=1,RGS19,24.6,330
ARPC5,151,27,4,4,4,O15511,44,Actin-related protein 2/3 complex subunit 5 OS=Homo sapiens OX=9606 GN=ARPC5 PE=1 SV=3,ARPC5,16.3,327
TENT4B,572,19,6,6,6,Q8NDF8,16,Terminal nucleotidyltransferase 4B OS=Homo sapiens OX=9606 GN=TENT4B PE=1 SV=2,TENT4B,63.2,323
GTF2IRD1,959,19,7,7,7,Q9UHL9,11,General transcription factor II-I repeat domain-containing protein 1 OS=Homo sapiens OX=9606 GN=GTF2IRD1 PE=1 SV=1,GTF2IRD1,106.0,319
MCM10,875,39,6,6,6,Q7L590,8,Protein MCM10 homolog OS=Homo sapiens OX=9606 GN=MCM10 PE=1 SV=2,MCM10,98.1,317
USP9X,2554,18,2,2,2,Q93008,1,Probable ubiquitin carboxyl-terminal hydrolase FAF-X OS=Homo sapiens OX=9606 GN=USP9X PE=1 SV=4,USP9X,290.3,315
LIN54,749,21,3,3,3,Q6MZP7,4,Protein lin-54 homolog OS=Homo sapiens OX=9606 GN=LIN54 PE=1 SV=3,LIN54,79.4,314
NR2F2,414,19,4,4,4,P24468,12,COUP transcription factor 2 OS=Homo sapiens OX=9606 GN=NR2F2 PE=1 SV=1,NR2F2,45.5,310
NSUN5,429,21,5,5,5,Q96P11,12,28S rRNA (cytosine-C(5))-methyltransferase OS=Homo sapiens OX=9606 GN=NSUN5 PE=1 SV=2,NSUN5,46.7,309
EPN2,641,18,4,4,4,O95208,8,Epsin-2 OS=Homo sapiens OX=9606 GN=EPN2 PE=1 SV=3,EPN2,68.4,309
C18orf21,220,26,2,2,2,Q32NC0,7,UPF0711 protein C18orf21 OS=Homo sapiens OX=9606 GN=C18orf21 PE=1 SV=1,C18orf21,24.8,306
DCAF7,342,18,4,4,4,P61962,15,DDB1- and CUL4-associated factor 7 OS=Homo sapiens OX=9606 GN=DCAF7 PE=1 SV=1,DCAF7,38.9,306
BCAS2,225,16,5,5,5,O75934,29,Pre-mRNA-splicing factor SPF27 OS=Homo sapiens OX=9606 GN=BCAS2 PE=1 SV=1,BCAS2,26.1,305
REST,1097,16,2,2,2,Q13127,2,RE1-silencing transcription factor OS=Homo sapiens OX=9606 GN=REST PE=1 SV=3,REST,121.8,304
GPATCH1,931,19,5,5,5,Q9BRR8,8,G patch domain-containing protein 1 OS=Homo sapiens OX=9606 GN=GPATCH1 PE=1 SV=1,GPATCH1,103.3,302
GALNT2,571,25,3,3,3,Q10471,5,Polypeptide N-acetylgalactosaminyltransferase 2 OS=Homo sapiens OX=9606 GN=GALNT2 PE=1 SV=1,GALNT2,64.7,300
ZC3H4,1303,22,5,5,5,Q9UPT8,6,Zinc finger CCCH domain-containing protein 4 OS=Homo sapiens OX=9606 GN=ZC3H4 PE=1 SV=3,ZC3H4,140.2,299
RANGAP1,587,14,3,3,3,P46060,7,Ran GTPase-activating protein 1 OS=Homo sapiens OX=9606 GN=RANGAP1 PE=1 SV=1,RANGAP1,63.5,298
DHX35,703,11,3,3,3,Q9H5Z1,4,Probable ATP-dependent RNA helicase DHX35 OS=Homo sapiens OX=9606 GN=DHX35 PE=1 SV=2,DHX35,78.9,297
MSANTD4,345,13,3,3,3,Q8NCY6,10,Myb/SANT-like DNA-binding domain-containing protein 4 OS=Homo sapiens OX=9606 GN=MSANTD4 PE=1 SV=1,MSANTD4,41.1,295
SENP1,644,22,4,4,4,Q9P0U3,7,Sentrin-specific protease 1 OS=Homo sapiens OX=9606 GN=SENP1 PE=1 SV=2,SENP1,73.4,294
NLE1,485,15,2,2,2,Q9NVX2,7,Notchless protein homolog 1 OS=Homo sapiens OX=9606 GN=NLE1 PE=1 SV=4,NLE1,53.3,294
RBM3,157,13,2,2,2,P98179,18,RNA-binding protein 3 OS=Homo sapiens OX=9606 GN=RBM3 PE=1 SV=1,RBM3,17.2,291
TRIM56,755,10,2,2,2,Q9BRZ2,4,E3 ubiquitin-protein ligase TRIM56 OS=Homo sapiens OX=9606 GN=TRIM56 PE=1 SV=3,TRIM56,81.4,290
ZBTB26,441,20,6,6,6,Q9HCK0,16,Zinc finger and BTB domain-containing protein 26 OS=Homo sapiens OX=9606 GN=ZBTB26 PE=1 SV=2,ZBTB26,49.9,289
MICA,383,31,2,2,2,Q29983,5,MHC class I polypeptide-related sequence A OS=Homo sapiens OX=9606 GN=MICA PE=1 SV=1,MICA,42.9,287
YEATS2,1422,18,3,3,2,Q9ULM3,2,YEATS domain-containing protein 2 OS=Homo sapiens OX=9606 GN=YEATS2 PE=1 SV=2,YEATS2,150.7,287
RBX1,108,17,2,2,2,P62877,13,E3 ubiquitin-protein ligase RBX1 OS=Homo sapiens OX=9606 GN=RBX1 PE=1 SV=1,RBX1,12.3,285
RCN2,317,17,3,3,3,Q14257,12,Reticulocalbin-2 OS=Homo sapiens OX=9606 GN=RCN2 PE=1 SV=1,RCN2,36.9,283
TFRC,760,17,6,6,6,P02786,10,Transferrin receptor protein 1 OS=Homo sapiens OX=9606 GN=TFRC PE=1 SV=2,TFRC,84.8,283
DROSHA,1374,13,4,4,4,Q9NRR4,4,Ribonuclease 3 OS=Homo sapiens OX=9606 GN=DROSHA PE=1 SV=2,DROSHA,159.2,283
PLOD1,727,13,3,3,3,Q02809,3,"Procollagen-lysine,2-oxoglutarate 5-dioxygenase 1 OS=Homo sapiens OX=9606 GN=PLOD1 PE=1 SV=2",PLOD1,83.5,283
VPS72,364,19,3,3,3,Q15906,18,Vacuolar protein sorting-associated protein 72 homolog OS=Homo sapiens OX=9606 GN=VPS72 PE=1 SV=1,VPS72,40.6,280
NFAT5,1531,16,7,7,7,O94916,7,Nuclear factor of activated T-cells 5 OS=Homo sapiens OX=9606 GN=NFAT5 PE=1 SV=1,NFAT5,165.7,278
FBXO11,927,15,4,4,4,Q86XK2,6,F-box only protein 11 OS=Homo sapiens OX=9606 GN=FBXO11 PE=1 SV=3,FBXO11,103.5,277
TASOR,1670,21,6,6,6,Q9UK61,4,Protein TASOR OS=Homo sapiens OX=9606 GN=TASOR PE=1 SV=3,TASOR,188.9,274
EYA4,639,18,4,4,4,O95677,8,Eyes absent homolog 4 OS=Homo sapiens OX=9606 GN=EYA4 PE=1 SV=2,EYA4,69.5,273
HDAC3,428,22,3,3,2,O15379,7,Histone deacetylase 3 OS=Homo sapiens OX=9606 GN=HDAC3 PE=1 SV=2,HDAC3,48.8,268
MTX2,263,11,3,3,3,O75431,15,Metaxin-2 OS=Homo sapiens OX=9606 GN=MTX2 PE=1 SV=1,MTX2,29.7,267
NSD2,1365,22,5,5,5,O96028,6,Histone-lysine N-methyltransferase NSD2 OS=Homo sapiens OX=9606 GN=NSD2 PE=1 SV=1,NSD2,152.2,266
CLK2,499,19,3,3,3,P49760,7,Dual specificity protein kinase CLK2 OS=Homo sapiens OX=9606 GN=CLK2 PE=1 SV=1,CLK2,60.1,261
RMDN3,470,17,3,3,3,Q96TC7,7,Regulator of microtubule dynamics protein 3 OS=Homo sapiens OX=9606 GN=RMDN3 PE=1 SV=2,RMDN3,52.1,260
HBA1,142,28,3,3,3,P69905,23,Hemoglobin subunit alpha OS=Homo sapiens OX=9606 GN=HBA1 PE=1 SV=2,HBA1,15.2,259
CBX5,191,13,2,2,2,P45973,13,Chromobox protein homolog 5 OS=Homo sapiens OX=9606 GN=CBX5 PE=1 SV=1,CBX5,22.2,258
NUP35,326,14,4,4,4,Q8NFH5,20,Nucleoporin NUP35 OS=Homo sapiens OX=9606 GN=NUP35 PE=1 SV=1,NUP35,34.8,257
CBLL1,491,25,4,4,3,Q75N03,9,E3 ubiquitin-protein ligase Hakai OS=Homo sapiens OX=9606 GN=CBLL1 PE=1 SV=1,CBLL1,54.5,256
STEEP1,222,19,3,3,3,Q9H5V9,15,STING ER exit protein OS=Homo sapiens OX=9606 GN=STEEP1 PE=1 SV=1,STEEP1,25.6,254
FAM83A,434,16,3,3,3,Q86UY5,9,Protein FAM83A OS=Homo sapiens OX=9606 GN=FAM83A PE=1 SV=1,FAM83A,47.4,253
GATAD1,269,17,2,2,2,Q8WUU5,12,GATA zinc finger domain-containing protein 1 OS=Homo sapiens OX=9606 GN=GATAD1 PE=1 SV=1,GATAD1,28.7,252
NOP9,636,28,2,2,2,Q86U38,5,Nucleolar protein 9 OS=Homo sapiens OX=9606 GN=NOP9 PE=1 SV=1,NOP9,69.4,249
CHRAC1,131,24,2,2,2,Q9NRG0,20,Chromatin accessibility complex protein 1 OS=Homo sapiens OX=9606 GN=CHRAC1 PE=1 SV=1,CHRAC1,14.7,249
TMEM30A,361,16,2,2,2,Q9NV96,7,Cell cycle control protein 50A OS=Homo sapiens OX=9606 GN=TMEM30A PE=1 SV=1,TMEM30A,40.7,248
NUP210,1887,14,5,5,5,Q8TEM1,3,Nuclear pore membrane glycoprotein 210 OS=Homo sapiens OX=9606 GN=NUP210 PE=1 SV=3,NUP210,205.0,244
THOC5,683,18,2,2,2,Q13769,4,THO complex subunit 5 homolog OS=Homo sapiens OX=9606 GN=THOC5 PE=1 SV=2,THOC5,78.5,244
COX4I1,169,17,3,3,3,P13073,17,"Cytochrome c oxidase subunit 4 isoform 1, mitochondrial OS=Homo sapiens OX=9606 GN=COX4I1 PE=1 SV=1",COX4I1,19.6,244
BPTF,3046,11,4,4,4,Q12830,1,Nucleosome-remodeling factor subunit BPTF OS=Homo sapiens OX=9606 GN=BPTF PE=1 SV=3,BPTF,338.1,243
TMEM43,400,18,2,2,2,Q9BTV4,5,Transmembrane protein 43 OS=Homo sapiens OX=9606 GN=TMEM43 PE=1 SV=1,TMEM43,44.8,242
S100A8,93,12,4,4,4,P05109,32,Protein S100-A8 OS=Homo sapiens OX=9606 GN=S100A8 PE=1 SV=1,S100A8,10.8,242
TMCO1,239,21,3,3,3,Q9UM00,13,Calcium load-activated calcium channel OS=Homo sapiens OX=9606 GN=TMCO1 PE=1 SV=2,TMCO1,27.1,241
B3GALT6,329,9,2,2,2,Q96L58,6,"Beta-1,3-galactosyltransferase 6 OS=Homo sapiens OX=9606 GN=B3GALT6 PE=1 SV=2",B3GALT6,37.1,241
POLR1A,1720,20,8,8,8,O95602,5,DNA-directed RNA polymerase I subunit RPA1 OS=Homo sapiens OX=9606 GN=POLR1A PE=1 SV=2,POLR1A,194.7,239
AHNAK2,5795,31,3,3,2,Q8IVF2,3,Protein AHNAK2 OS=Homo sapiens OX=9606 GN=AHNAK2 PE=1 SV=2,AHNAK2,616.2,238
RIOX1,641,15,2,2,2,Q9H6W3,4,Ribosomal oxygenase 1 OS=Homo sapiens OX=9606 GN=RIOX1 PE=1 SV=2,RIOX1,71.0,237
RBM22,420,16,6,6,6,Q9NW64,16,Pre-mRNA-splicing factor RBM22 OS=Homo sapiens OX=9606 GN=RBM22 PE=1 SV=1,RBM22,46.9,234
ZNF131,623,21,4,4,4,P52739,9,Zinc finger protein 131 OS=Homo sapiens OX=9606 GN=ZNF131 PE=1 SV=2,ZNF131,71.4,233
TNIK,1360,16,3,3,3,Q9UKE5,2,TRAF2 and NCK-interacting protein kinase OS=Homo sapiens OX=9606 GN=TNIK PE=1 SV=1,TNIK,154.8,232
RAB5C,216,9,2,2,2,P51148,12,Ras-related protein Rab-5C OS=Homo sapiens OX=9606 GN=RAB5C PE=1 SV=2,RAB5C,23.5,230
GLUD1,558,14,4,4,4,P00367,7,"Glutamate dehydrogenase 1, mitochondrial OS=Homo sapiens OX=9606 GN=GLUD1 PE=1 SV=2",GLUD1,61.4,229
BMI1,326,21,3,3,3,P35226,10,Polycomb complex protein BMI-1 OS=Homo sapiens OX=9606 GN=BMI1 PE=1 SV=2,BMI1,36.9,227
ANKRD11,2663,19,8,8,8,Q6UB99,4,Ankyrin repeat domain-containing protein 11 OS=Homo sapiens OX=9606 GN=ANKRD11 PE=1 SV=3,ANKRD11,297.7,227
NOL7,257,15,3,3,3,Q9UMY1,11,Nucleolar protein 7 OS=Homo sapiens OX=9606 GN=NOL7 PE=1 SV=2,NOL7,29.4,226
TGM1,817,24,2,2,2,P22735,3,Protein-glutamine gamma-glutamyltransferase K OS=Homo sapiens OX=9606 GN=TGM1 PE=1 SV=4,TGM1,89.7,224
LLGL2,1020,15,4,4,4,Q6P1M3,4,LLGL scribble cell polarity complex component 2 OS=Homo sapiens OX=9606 GN=LLGL2 PE=1 SV=2,LLGL2,113.4,223
SLC25A22,323,24,3,3,3,Q9H936,10,Mitochondrial glutamate carrier 1 OS=Homo sapiens OX=9606 GN=SLC25A22 PE=1 SV=1,SLC25A22,34.4,223
POLR2A,1970,13,4,4,4,P24928,2,DNA-directed RNA polymerase II subunit RPB1 OS=Homo sapiens OX=9606 GN=POLR2A PE=1 SV=2,POLR2A,217.0,220
P4HA1,534,11,4,4,4,P13674,9,Prolyl 4-hydroxylase subunit alpha-1 OS=Homo sapiens OX=9606 GN=P4HA1 PE=1 SV=2,P4HA1,61.0,218
CPSF3,684,20,2,2,2,Q9UKF6,4,Cleavage and polyadenylation specificity factor subunit 3 OS=Homo sapiens OX=9606 GN=CPSF3 PE=1 SV=1,CPSF3,77.4,217
RFX1,979,17,7,7,7,P22670,11,MHC class II regulatory factor RFX1 OS=Homo sapiens OX=9606 GN=RFX1 PE=1 SV=2,RFX1,104.7,216
GPATCH11,285,18,3,3,3,Q8N954,13,G patch domain-containing protein 11 OS=Homo sapiens OX=9606 GN=GPATCH11 PE=1 SV=4,GPATCH11,33.3,216
FRS2,508,16,4,4,4,Q8WU20,12,Fibroblast growth factor receptor substrate 2 OS=Homo sapiens OX=9606 GN=FRS2 PE=1 SV=4,FRS2,57.0,215
DCAF13,445,16,5,5,5,Q9NV06,12,DDB1- and CUL4-associated factor 13 OS=Homo sapiens OX=9606 GN=DCAF13 PE=1 SV=2,DCAF13,51.4,213
SSR1,286,13,3,3,3,P43307,18,Translocon-associated protein subunit alpha OS=Homo sapiens OX=9606 GN=SSR1 PE=1 SV=3,SSR1,32.2,210
ZNF318,2279,9,5,5,5,Q5VUA4,3,Zinc finger protein 318 OS=Homo sapiens OX=9606 GN=ZNF318 PE=1 SV=2,ZNF318,251.0,209
MTCL1,1905,19,7,7,7,Q9Y4B5,4,Microtubule cross-linking factor 1 OS=Homo sapiens OX=9606 GN=MTCL1 PE=1 SV=5,MTCL1,209.4,208
SETD2,2564,14,7,7,7,Q9BYW2,3,Histone-lysine N-methyltransferase SETD2 OS=Homo sapiens OX=9606 GN=SETD2 PE=1 SV=3,SETD2,287.4,207
RSBN1,802,15,4,4,3,Q5VWQ0,8,Lysine-specific demethylase 9 OS=Homo sapiens OX=9606 GN=RSBN1 PE=1 SV=2,RSBN1,90.0,205
ZCCHC8,707,15,5,5,5,Q6NZY4,10,Zinc finger CCHC domain-containing protein 8 OS=Homo sapiens OX=9606 GN=ZCCHC8 PE=1 SV=2,ZCCHC8,78.5,204
POLR1C,346,11,4,4,4,O15160,16,DNA-directed RNA polymerases I and III subunit RPAC1 OS=Homo sapiens OX=9606 GN=POLR1C PE=1 SV=1,POLR1C,39.2,203
ARHGEF17,2063,9,2,2,2,Q96PE2,2,Rho guanine nucleotide exchange factor 17 OS=Homo sapiens OX=9606 GN=ARHGEF17 PE=1 SV=1,ARHGEF17,221.5,201
GATA2,480,11,2,2,2,P23769,7,Endothelial transcription factor GATA-2 OS=Homo sapiens OX=9606 GN=GATA2 PE=1 SV=3,GATA2,50.5,201
ALDH3B1,468,15,3,3,2,P43353,8,Aldehyde dehydrogenase family 3 member B1 OS=Homo sapiens OX=9606 GN=ALDH3B1 PE=1 SV=1,ALDH3B1,51.8,201
C8orf33,229,9,3,3,3,Q9H7E9,24,UPF0488 protein C8orf33 OS=Homo sapiens OX=9606 GN=C8orf33 PE=1 SV=1,C8orf33,25.0,201
LYPD3,346,9,2,2,2,O95274,7,Ly6/PLAUR domain-containing protein 3 OS=Homo sapiens OX=9606 GN=LYPD3 PE=1 SV=2,LYPD3,35.9,199
NUP188,1749,10,3,3,3,Q5SRE5,2,Nucleoporin NUP188 OS=Homo sapiens OX=9606 GN=NUP188 PE=1 SV=1,NUP188,195.9,197
NUP160,1436,20,6,6,6,Q12769,5,Nuclear pore complex protein Nup160 OS=Homo sapiens OX=9606 GN=NUP160 PE=1 SV=3,NUP160,162.0,197
LSM8,96,10,3,3,3,O95777,34,U6 snRNA-associated Sm-like protein LSm8 OS=Homo sapiens OX=9606 GN=LSM8 PE=1 SV=3,LSM8,10.4,195
CD58,250,10,2,2,2,P19256,10,Lymphocyte function-associated antigen 3 OS=Homo sapiens OX=9606 GN=CD58 PE=1 SV=1,CD58,28.1,195
MAP7D1,841,14,3,3,2,Q3KQU3,4,MAP7 domain-containing protein 1 OS=Homo sapiens OX=9606 GN=MAP7D1 PE=1 SV=1,MAP7D1,92.8,195
CAT,527,15,4,4,4,P04040,10,Catalase OS=Homo sapiens OX=9606 GN=CAT PE=1 SV=3,CAT,59.7,194
LSM2,95,13,2,2,2,Q9Y333,28,U6 snRNA-associated Sm-like protein LSm2 OS=Homo sapiens OX=9606 GN=LSM2 PE=1 SV=1,LSM2,10.8,193
LGALS7,136,11,3,3,3,P47929,23,Galectin-7 OS=Homo sapiens OX=9606 GN=LGALS7 PE=1 SV=2,LGALS7,15.1,193
ZFP64,645,19,6,6,6,Q9NTW7,17,Zinc finger protein 64 OS=Homo sapiens OX=9606 GN=ZFP64 PE=1 SV=3,ZFP64,72.2,192
PHB1,272,12,2,2,2,P35232,8,Prohibitin 1 OS=Homo sapiens OX=9606 GN=PHB1 PE=1 SV=1,PHB1,29.8,191
SMARCA4,1647,12,7,7,7,P51532,5,Transcription activator BRG1 OS=Homo sapiens OX=9606 GN=SMARCA4 PE=1 SV=2,SMARCA4,184.5,190
NXF1,619,19,6,6,6,Q9UBU9,12,Nuclear RNA export factor 1 OS=Homo sapiens OX=9606 GN=NXF1 PE=1 SV=1,NXF1,70.1,187
MYADM,322,11,2,2,2,Q96S97,10,Myeloid-associated differentiation marker OS=Homo sapiens OX=9606 GN=MYADM PE=1 SV=2,MYADM,35.3,185
SHCBP1,672,16,6,6,6,Q8NEM2,10,SHC SH2 domain-binding protein 1 OS=Homo sapiens OX=9606 GN=SHCBP1 PE=1 SV=3,SHCBP1,75.6,185
ATRX,2492,9,5,5,5,P46100,2,Transcriptional regulator ATRX OS=Homo sapiens OX=9606 GN=ATRX PE=1 SV=6,ATRX,282.4,183
